date,TVL,TVR,Fees,PlainValue,TVL_for_TVR,TVR ratio,pre_coverage,TVL_ana,TVR_ana,thr,use_tvr_day,valid_day,active,mult_daily,log_tvl_m,log_tvr_m,category
2023-03-02 00:00:00+00:00,1515827.0,1515827.01475,,1515827.01475,1515827.01475,1.0,False,1515827.0,1515827.01475,1097323.332157675,True,True,False,0.9999999902693382,,,Liquid Restaking
2023-03-03 00:00:00+00:00,1938280.0,1938280.22858,,1938280.22858,1938280.22858,1.0,False,1938280.0,1938280.22858,1097323.332157675,True,True,False,0.9999998820707157,,,Liquid Restaking
2023-03-04 00:00:00+00:00,2987845.0,2987845.90948,,2987845.90948,2987845.90948,1.0,False,2987845.0,2987845.90948,1097323.332157675,True,True,False,0.9999996956067925,,,Liquid Restaking
2023-03-05 00:00:00+00:00,3267001.0,3267001.97003,,3267001.97003,3267001.97003,1.0,False,3267001.0,3267001.97003,1097323.332157675,True,True,False,0.9999997030825176,,,Liquid Restaking
2023-03-06 00:00:00+00:00,3440620.0,3440620.4671,,3440620.4671,3440620.4671,1.0,False,3440620.0,3440620.4671,1097323.332157675,True,True,True,0.9999998642396032,15.051162245667784,15.05116238142819,Liquid Restaking
2023-03-07 00:00:00+00:00,3862338.0,3862338.52882,,3862338.52882,3862338.52882,1.0,False,3862338.0,3862338.52882,1097323.332157675,True,True,True,0.9999998630829493,15.166783257560985,15.166783394478045,Liquid Restaking
2023-03-08 00:00:00+00:00,4612192.0,4612192.26793,,4612192.26793,4612192.26793,1.0,False,4612192.0,4612192.26793,1097323.332157675,True,True,True,0.9999999419083194,15.344213790033615,15.344213848125298,Liquid Restaking
2023-03-09 00:00:00+00:00,4672667.0,4672667.75659,,4672667.75659,4672667.75659,1.0,False,4672667.0,4672667.75659,1097323.332157675,True,True,True,0.9999998380817897,15.357240558711148,15.35724072062937,Liquid Restaking
2023-03-10 00:00:00+00:00,4836799.0,4836799.91765,,4836799.91765,4836799.91765,1.0,False,4836799.0,4836799.91765,1097323.332157675,True,True,True,0.9999998102774529,15.391763696259046,15.39176388598161,Liquid Restaking
2023-03-11 00:00:00+00:00,4931444.0,4931444.20997,,4931444.20997,4931444.20997,1.0,False,4931444.0,4931444.20997,1097323.332157675,True,True,True,0.9999999574222092,15.411142403740383,15.411142446318175,Liquid Restaking
2023-03-12 00:00:00+00:00,5093851.0,5093851.22092,,5093851.22092,5093851.22092,1.0,False,5093851.0,5093851.22092,1097323.332157675,True,True,True,0.9999999566300642,15.443544683995592,15.443544727365529,Liquid Restaking
2023-03-13 00:00:00+00:00,5621261.0,5621261.17274,,5621261.17274,5621261.17274,1.0,False,5621261.0,5621261.17274,1097323.332157675,True,True,True,0.9999999692702412,15.542066573925268,15.542066604655028,Liquid Restaking
2023-03-14 00:00:00+00:00,5855965.0,5855965.28076,,5855965.28076,5855965.28076,1.0,False,5855965.0,5855965.28076,1097323.332157675,True,True,True,0.9999999520557266,15.582971357829468,15.582971405773742,Liquid Restaking
2023-03-15 00:00:00+00:00,5918383.0,5918383.32993,,5918383.32993,5918383.32993,1.0,False,5918383.0,5918383.32993,1097323.332157675,True,True,True,0.9999999442533575,15.593573827658256,15.5935738834049,Liquid Restaking
2023-03-16 00:00:00+00:00,5617421.0,5617421.6738,,5617421.6738,5617421.6738,1.0,False,5617421.0,5617421.6738,1097323.332157675,True,True,True,0.9999998800517321,15.541383219747361,15.541383339695637,Liquid Restaking
2023-03-17 00:00:00+00:00,5697567.0,5697567.07114,,5697567.07114,5697567.07114,1.0,False,5697567.0,5697567.07114,1097323.332157675,True,True,True,0.9999999875139689,15.555549799576493,15.555549812062525,Liquid Restaking
2023-03-18 00:00:00+00:00,6349148.0,6349148.73025,,6349148.73025,6349148.73025,1.0,False,6349148.0,6349148.73025,1097323.332157675,True,True,True,0.9999998849845813,15.663831188638495,15.66383130365392,Liquid Restaking
2023-03-19 00:00:00+00:00,6631245.0,6631245.18967,,6631245.18967,6631245.18967,1.0,False,6631245.0,6631245.18967,1097323.332157675,True,True,True,0.9999999713975287,15.707303127338491,15.707303155940963,Liquid Restaking
2023-03-20 00:00:00+00:00,7924650.0,7924650.50144,,7924650.50144,7924650.50144,1.0,False,7924650.0,7924650.50144,1097323.332157675,True,True,True,0.9999999367240234,15.885488712714503,15.885488775990483,Liquid Restaking
2023-03-21 00:00:00+00:00,8171458.0,8171458.47416,,8171458.47416,8171458.47416,1.0,False,8171458.0,8171458.47416,1097323.332157675,True,True,True,0.999999941973639,15.916157908686829,15.916157966713191,Liquid Restaking
2023-03-22 00:00:00+00:00,9105672.0,9105672.431,,9105672.431,9105672.431,1.0,False,9105672.0,9105672.431,1097323.332157675,True,True,True,0.9999999526668675,16.024408074021665,16.0244081213548,Liquid Restaking
